Dataset,True labels,DimReduction,PredictionMethod,Approach,Precision,Recall,FDR,F1
naiveB_1900_memoryB_1140,Naive B/Memory B,NA,NA,sample,0.9920634920634921,0.6082725060827251,0.007936507936507936,0.7541478129713425
naiveB_1900_memoryB_1140,Naive B/Memory B,LinearSCVI_10,Logistic,LinearSCVI_10_Logistic,0.9207459207459208,0.9610705596107056,0.07925407925407925,0.9404761904761906
naiveB_1900_memoryB_1140,Naive B/Memory B,LinearSCVI_10,SVM,LinearSCVI_10_SVM,0.9279069767441861,0.9708029197080292,0.07209302325581396,0.9488703923900119
naiveB_1900_memoryB_1140,Naive B/Memory B,LinearSCVI_25,Logistic,LinearSCVI_25_Logistic,0.9259259259259259,0.9732360097323601,0.07407407407407407,0.9489916963226572
naiveB_1900_memoryB_1140,Naive B/Memory B,LinearSCVI_25,SVM,LinearSCVI_25_SVM,0.9243119266055045,0.9805352798053528,0.07568807339449542,0.9515938606847697
naiveB_1900_memoryB_1140,Naive B/Memory B,LinearSCVI_50,Logistic,LinearSCVI_50_Logistic,0.9189814814814815,0.9659367396593674,0.08101851851851852,0.9418742586002372
naiveB_1900_memoryB_1140,Naive B/Memory B,LinearSCVI_50,SVM,LinearSCVI_50_SVM,0.9294117647058824,0.9610705596107056,0.07058823529411765,0.9449760765550239
naiveB_1900_memoryB_1140,Naive B/Memory B,PCA,Logistic,PCA_Logistic,0.9189814814814815,0.9659367396593674,0.08101851851851852,0.9418742586002372
naiveB_1900_memoryB_1140,Naive B/Memory B,PCA,Mixscape,PCA_Mixscape,0.9920634920634921,0.6082725060827251,0.007936507936507936,0.7541478129713425
naiveB_1900_memoryB_1140,Naive B/Memory B,PCA,SVM,PCA_SVM,0.8933333333333333,0.9781021897810219,0.10666666666666667,0.9337979094076654
naiveB_1900_memoryB_1140,Naive B/Memory B,SCVI_10,Logistic,SCVI_10_Logistic,0.9009009009009009,0.9732360097323601,0.0990990990990991,0.9356725146198831
naiveB_1900_memoryB_1140,Naive B/Memory B,SCVI_10,SVM,SCVI_10_SVM,0.8871681415929203,0.975669099756691,0.11283185840707964,0.9293163383545772
naiveB_1900_memoryB_1140,Naive B/Memory B,SCVI_25,Logistic,SCVI_25_Logistic,0.9228971962616822,0.9610705596107056,0.07710280373831775,0.9415971394517283
naiveB_1900_memoryB_1140,Naive B/Memory B,SCVI_25,SVM,SCVI_25_SVM,0.9111617312072893,0.9732360097323601,0.0888382687927107,0.9411764705882352
naiveB_1900_memoryB_1140,Naive B/Memory B,SCVI_50,Logistic,SCVI_50_Logistic,0.9047619047619048,0.9708029197080292,0.09523809523809523,0.9366197183098592
naiveB_1900_memoryB_1140,Naive B/Memory B,SCVI_50,SVM,SCVI_50_SVM,0.9151376146788991,0.9708029197080292,0.08486238532110092,0.9421487603305786
